temperature,humidity,distance_km,product_type,category,category_label,initial_shelf_life,packaging_quality,spoilage_days,spoilage_risk
10.3,48.5,113.4,leafy_vegetables,fragile,2,5,3,12.2,0
7.7,31.2,31.6,banana,normal,1,6,2,12.7,0
30.9,37.7,227.2,banana,normal,1,6,2,0.5,1
19.1,94.6,53.3,carrot,normal,1,9,3,7.4,0
12.1,78.5,298.7,leafy_vegetables,fragile,2,5,2,0.5,1
18.0,46.6,147.2,banana,normal,1,13,1,9.1,0
22.9,64.3,168.9,leafy_vegetables,fragile,2,2,1,0.5,1
25.8,43.7,35.8,banana,normal,1,5,2,4.0,0
32.4,90.9,207.9,onion,hardy,0,22,2,5.8,1
34.5,43.6,22.7,onion,hardy,0,21,3,18.1,0
31.9,90.2,145.6,banana,normal,1,6,2,0.5,1
9.3,56.1,105.9,carrot,normal,1,5,1,6.4,0
18.1,39.8,239.7,leafy_vegetables,fragile,2,4,3,1.5,0
18.3,33.1,53.8,berries,fragile,2,4,2,7.1,0
22.3,30.3,150.8,apple,hardy,0,24,3,22.4,0
27.5,72.3,260.2,banana,normal,1,11,3,1.6,1
10.9,42.2,4.2,berries,fragile,2,4,2,12.6,0
36.2,48.7,99.0,apple,hardy,0,29,2,19.4,0
34.3,44.0,37.0,apple,hardy,0,20,2,14.8,0
39.1,84.8,150.8,milk,fragile,2,3,2,0.5,1
28.5,73.2,136.4,berries,fragile,2,2,2,0.5,1
26.8,69.4,255.0,milk,fragile,2,5,3,0.5,1
20.6,39.2,31.6,milk,fragile,2,2,1,3.6,0
10.0,55.3,285.6,tomato,normal,1,10,1,3.6,0
5.6,75.7,7.5,carrot,normal,1,5,3,13.5,0
24.8,62.8,5.0,carrot,normal,1,5,2,4.1,0
14.7,90.7,217.3,tomato,normal,1,14,1,6.9,0
6.0,70.2,153.3,potato,hardy,0,18,1,17.3,0
38.3,56.6,140.5,tomato,normal,1,5,1,0.5,1
30.1,65.0,153.1,potato,hardy,0,28,2,17.3,0
15.0,46.1,193.9,tomato,normal,1,10,3,10.4,0
19.6,34.8,82.8,leafy_vegetables,fragile,2,1,3,4.5,0
23.9,59.8,283.6,carrot,normal,1,11,3,0.5,1
24.0,70.9,77.8,potato,hardy,0,29,3,26.3,0
16.8,90.8,273.8,tomato,normal,1,13,3,2.2,1
30.9,83.8,290.4,apple,hardy,0,20,3,5.1,1
13.6,59.9,188.9,apple,hardy,0,28,3,30.7,0
14.8,66.7,27.4,apple,hardy,0,18,1,20.6,0
22.4,51.4,132.7,carrot,normal,1,5,2,2.9,0
12.1,86.8,18.9,berries,fragile,2,5,3,10.6,0
18.9,42.9,128.0,leafy_vegetables,fragile,2,2,1,0.5,1
39.6,60.2,18.4,berries,fragile,2,1,2,0.5,0
30.7,46.4,147.8,carrot,normal,1,10,1,1.9,1
18.3,92.0,262.4,milk,fragile,2,3,2,0.5,1
40.0,70.5,129.9,onion,hardy,0,20,3,8.1,0
39.9,58.0,96.8,carrot,normal,1,12,2,1.1,1
6.4,52.6,80.3,leafy_vegetables,fragile,2,1,2,5.5,0
22.0,75.7,255.7,berries,fragile,2,3,3,0.5,1
32.9,65.6,195.3,berries,fragile,2,1,1,0.5,0
30.5,70.9,108.6,tomato,normal,1,10,3,2.3,1
10.7,48.0,20.7,leafy_vegetables,fragile,2,1,3,8.7,0
9.6,54.2,8.7,potato,hardy,0,24,3,32.0,0
21.6,30.6,26.3,apple,hardy,0,18,3,23.5,0
34.9,74.4,16.6,potato,hardy,0,26,1,17.5,0
12.3,64.9,221.4,berries,fragile,2,5,3,4.5,0
11.5,34.3,299.6,tomato,normal,1,11,3,10.9,0
36.6,90.2,3.7,tomato,normal,1,13,3,4.4,0
28.4,87.7,138.5,leafy_vegetables,fragile,2,4,3,0.5,1
14.4,62.2,26.7,potato,hardy,0,15,3,19.2,0
10.1,58.7,100.9,berries,fragile,2,5,1,6.4,0
30.0,53.8,16.8,tomato,normal,1,8,1,3.5,0
13.4,51.0,56.0,onion,hardy,0,20,3,24.8,0
28.0,52.2,224.5,potato,hardy,0,18,3,7.8,0
10.9,71.4,292.5,onion,hardy,0,30,2,23.5,0
28.2,89.3,262.3,milk,fragile,2,2,2,0.5,1
16.9,76.7,86.8,carrot,normal,1,15,1,10.3,0
26.6,61.4,117.7,leafy_vegetables,fragile,2,4,3,0.5,1
25.4,64.7,179.3,apple,hardy,0,23,3,14.6,0
36.5,80.8,59.4,berries,fragile,2,2,3,0.5,1
7.0,73.7,159.6,potato,hardy,0,22,1,18.9,0
19.2,61.5,162.7,berries,fragile,2,4,2,2.5,0
29.3,66.1,210.2,carrot,normal,1,8,3,0.5,1
27.4,52.0,272.2,tomato,normal,1,13,3,1.4,1
31.5,81.6,148.9,carrot,normal,1,12,3,0.7,1
29.0,85.8,27.5,carrot,normal,1,6,2,0.5,1
13.4,57.2,76.1,onion,hardy,0,28,2,29.9,0
33.3,55.2,239.0,tomato,normal,1,12,1,0.5,1
18.8,81.5,84.5,berries,fragile,2,4,2,0.5,1
23.5,72.6,70.7,carrot,normal,1,7,3,5.8,0
29.3,31.0,112.4,milk,fragile,2,3,1,0.5,1
19.5,48.4,85.9,carrot,normal,1,14,2,13.1,0
17.4,82.6,89.1,milk,fragile,2,4,2,0.7,1
32.9,47.4,74.1,tomato,normal,1,8,1,0.5,1
20.4,44.2,40.0,potato,hardy,0,23,3,27.0,0
21.4,68.4,266.2,leafy_vegetables,fragile,2,3,3,0.5,1
6.2,67.4,236.2,tomato,normal,1,5,1,2.1,0
37.7,52.4,49.1,banana,normal,1,13,1,5.2,0
36.1,58.7,43.7,onion,hardy,0,17,2,10.2,0
30.8,87.3,130.7,milk,fragile,2,3,3,0.5,1
15.1,66.3,92.0,potato,hardy,0,22,3,24.0,0
15.0,48.2,48.8,milk,fragile,2,5,2,10.5,0
32.7,88.9,292.6,berries,fragile,2,2,1,0.5,1
26.1,82.4,47.9,carrot,normal,1,6,1,0.5,1
9.8,57.7,166.1,carrot,normal,1,8,3,9.1,0
37.9,86.0,169.7,milk,fragile,2,5,3,0.5,1
9.4,36.9,206.8,carrot,normal,1,5,3,7.3,0
25.3,70.8,110.2,tomato,normal,1,15,1,6.9,0
30.9,57.7,100.8,milk,fragile,2,2,3,0.5,1
35.1,76.1,145.2,carrot,normal,1,6,2,0.5,1
38.8,44.0,243.5,berries,fragile,2,2,2,0.5,1
16.3,90.8,109.6,milk,fragile,2,3,3,0.5,1
15.1,68.1,177.8,milk,fragile,2,2,2,0.5,1
34.3,50.1,152.7,banana,normal,1,8,2,0.5,1
37.6,89.0,234.6,banana,normal,1,10,1,0.5,1
36.8,71.2,22.5,tomato,normal,1,13,2,2.3,1
7.7,64.6,91.7,leafy_vegetables,fragile,2,1,1,4.0,0
20.0,77.6,101.6,apple,hardy,0,22,2,16.3,0
21.7,41.7,146.2,milk,fragile,2,4,2,1.2,1
5.2,90.9,32.8,carrot,normal,1,7,1,9.3,0
21.1,88.5,279.1,banana,normal,1,6,3,0.5,1
16.2,57.4,69.7,carrot,normal,1,12,3,14.8,0
14.2,33.4,70.1,leafy_vegetables,fragile,2,3,1,7.4,0
37.4,72.1,114.5,apple,hardy,0,26,3,14.6,0
33.4,86.3,52.5,banana,normal,1,13,3,2.8,1
27.9,63.3,48.5,carrot,normal,1,5,3,1.1,1
16.1,79.8,149.9,potato,hardy,0,27,2,23.4,0
24.8,79.6,41.8,apple,hardy,0,28,1,22.8,0
5.7,78.9,142.7,leafy_vegetables,fragile,2,5,3,7.3,0
15.2,54.4,153.2,milk,fragile,2,1,2,1.5,0
37.7,86.6,127.1,banana,normal,1,5,3,0.5,1
26.1,33.9,124.6,berries,fragile,2,4,2,2.3,0
31.2,83.8,231.6,milk,fragile,2,3,1,0.5,1
16.4,60.7,263.3,onion,hardy,0,23,1,12.6,0
38.1,45.6,72.7,tomato,normal,1,10,2,1.7,1
36.9,52.5,186.8,onion,hardy,0,23,3,12.4,0
34.1,79.8,105.8,leafy_vegetables,fragile,2,3,1,0.5,1
10.8,69.4,213.0,onion,hardy,0,19,3,18.8,0
7.7,53.2,224.5,potato,hardy,0,18,2,18.5,0
6.4,94.0,115.7,apple,hardy,0,30,3,34.2,0
14.1,71.3,136.8,onion,hardy,0,26,3,26.8,0
10.3,90.6,115.5,milk,fragile,2,1,1,0.5,0
20.7,83.9,91.5,potato,hardy,0,21,3,17.7,0
13.6,88.5,273.3,onion,hardy,0,24,3,14.3,0
27.2,59.3,102.0,berries,fragile,2,2,2,0.5,1
26.8,34.8,151.6,apple,hardy,0,18,1,11.0,0
24.5,78.0,101.3,milk,fragile,2,5,3,3.7,0
26.7,50.1,26.7,apple,hardy,0,18,1,14.7,0
6.5,50.1,96.7,potato,hardy,0,16,1,18.4,0
39.9,94.8,58.2,tomato,normal,1,11,3,0.5,1
13.6,87.3,125.4,tomato,normal,1,9,2,6.2,0
23.1,89.0,241.5,milk,fragile,2,2,1,0.5,1
36.8,38.0,160.7,apple,hardy,0,24,3,15.1,0
21.8,41.2,225.9,tomato,normal,1,14,2,7.7,0
10.7,61.6,221.8,carrot,normal,1,13,1,10.1,0
14.3,90.7,216.3,apple,hardy,0,28,2,22.9,0
26.6,80.0,32.1,potato,hardy,0,19,3,15.4,0
23.1,60.0,95.0,banana,normal,1,8,1,3.9,0
19.4,70.9,210.1,carrot,normal,1,15,1,4.9,0
13.5,61.4,266.2,carrot,normal,1,9,3,5.5,0
8.4,60.9,297.5,berries,fragile,2,4,2,0.5,1
16.0,61.6,143.9,potato,hardy,0,29,3,27.1,0
10.1,46.6,274.4,tomato,normal,1,13,3,13.0,0
24.0,38.5,230.1,leafy_vegetables,fragile,2,2,2,0.5,1
9.7,63.7,34.7,leafy_vegetables,fragile,2,3,1,6.0,0
18.4,81.7,137.4,leafy_vegetables,fragile,2,5,1,0.5,1
32.4,36.7,33.1,carrot,normal,1,8,1,3.4,0
20.4,65.1,290.4,berries,fragile,2,1,1,0.5,0
38.2,57.5,3.8,tomato,normal,1,11,1,2.6,1
26.5,86.5,198.9,milk,fragile,2,2,3,0.5,1
26.0,75.2,247.8,banana,normal,1,15,2,6.7,0
20.4,84.2,278.9,potato,hardy,0,24,3,11.4,0
13.9,93.8,294.9,berries,fragile,2,5,1,0.5,1
19.3,51.2,223.7,onion,hardy,0,29,1,23.4,0
20.7,59.0,268.8,berries,fragile,2,4,2,0.5,1
39.7,72.8,16.1,potato,hardy,0,25,1,16.5,0
12.3,62.8,163.9,potato,hardy,0,29,1,23.6,0
7.2,71.8,176.7,tomato,normal,1,5,3,7.6,0
17.7,71.6,39.6,leafy_vegetables,fragile,2,4,2,6.6,0
30.0,61.2,121.3,banana,normal,1,14,1,2.9,1
15.6,53.6,20.9,milk,fragile,2,2,1,5.4,0
26.3,56.2,63.1,tomato,normal,1,15,3,13.1,0
28.2,45.4,30.3,carrot,normal,1,13,3,12.7,0
17.2,57.6,39.3,carrot,normal,1,13,3,14.8,0
28.6,80.5,167.4,carrot,normal,1,5,2,0.5,1
29.7,45.2,81.6,carrot,normal,1,9,3,6.7,0
30.6,40.0,256.8,tomato,normal,1,15,3,6.6,0
26.1,37.9,24.5,berries,fragile,2,4,3,7.8,0
28.9,74.5,151.1,apple,hardy,0,16,2,6.5,0
14.9,88.2,8.2,banana,normal,1,11,2,14.1,0
11.4,68.3,168.4,milk,fragile,2,3,1,0.5,1
29.1,49.6,188.2,carrot,normal,1,10,3,2.8,1
17.7,44.1,201.2,carrot,normal,1,12,2,9.2,0
17.5,63.5,92.1,banana,normal,1,15,2,12.4,0
11.8,37.6,185.3,milk,fragile,2,5,3,8.3,0
17.9,36.5,93.6,milk,fragile,2,2,3,3.5,0
12.6,41.9,130.1,berries,fragile,2,4,3,7.9,0
5.2,32.3,273.6,milk,fragile,2,4,2,7.1,0
31.4,92.1,231.9,onion,hardy,0,19,3,3.4,1
11.8,88.0,138.1,apple,hardy,0,22,2,20.5,0
8.3,48.9,295.1,milk,fragile,2,3,1,0.5,1
35.4,84.2,250.1,potato,hardy,0,15,3,0.5,1
16.8,50.1,7.0,potato,hardy,0,15,2,22.5,0
35.5,59.0,103.5,tomato,normal,1,5,2,0.5,1
30.1,46.2,263.4,leafy_vegetables,fragile,2,3,1,0.5,1
14.5,43.8,181.5,berries,fragile,2,5,1,3.8,0
28.4,65.3,250.0,potato,hardy,0,23,1,9.0,0
19.5,51.3,182.4,tomato,normal,1,12,1,4.7,0
5.8,37.3,183.2,potato,hardy,0,29,2,31.6,0
7.0,54.0,152.2,tomato,normal,1,12,3,15.3,0
32.6,77.0,82.9,carrot,normal,1,6,1,0.5,1
12.9,62.5,252.3,milk,fragile,2,4,1,0.5,1
18.8,42.5,19.3,tomato,normal,1,8,2,12.6,0
38.1,56.6,198.9,leafy_vegetables,fragile,2,5,1,0.5,1
11.6,63.0,159.0,potato,hardy,0,30,2,30.8,0
15.2,55.5,103.3,milk,fragile,2,4,1,5.0,0
17.9,65.2,45.3,carrot,normal,1,8,2,11.2,0
28.5,55.6,1.4,milk,fragile,2,3,1,0.6,1
18.4,44.4,247.6,potato,hardy,0,15,1,8.9,0
34.8,94.8,266.2,apple,hardy,0,27,2,7.4,1
39.9,48.3,200.7,berries,fragile,2,2,2,0.5,1
28.5,42.2,187.8,tomato,normal,1,13,2,5.3,0
16.0,41.6,270.7,berries,fragile,2,3,2,0.5,1
39.0,58.5,258.4,potato,hardy,0,26,1,6.3,1
29.2,63.4,195.5,apple,hardy,0,23,1,9.4,0
26.1,51.2,295.1,milk,fragile,2,3,2,0.5,1
16.4,70.5,17.8,leafy_vegetables,fragile,2,2,2,1.1,0
14.2,40.7,207.1,banana,normal,1,10,3,9.2,0
29.0,80.6,7.0,potato,hardy,0,20,3,18.6,0
11.6,37.2,216.7,potato,hardy,0,25,1,23.7,0
30.4,84.7,90.4,banana,normal,1,13,2,3.6,1
34.3,57.0,229.7,onion,hardy,0,29,1,13.5,0
39.5,63.3,280.3,banana,normal,1,9,1,0.5,1
21.9,36.1,230.7,leafy_vegetables,fragile,2,3,3,0.5,1
30.2,67.0,221.8,onion,hardy,0,17,3,6.2,0
21.2,84.9,269.4,potato,hardy,0,18,1,6.1,0
8.5,32.2,168.6,potato,hardy,0,18,3,22.8,0
16.4,58.4,84.6,potato,hardy,0,30,2,30.5,0
10.1,75.2,43.5,milk,fragile,2,5,1,7.0,0
24.8,90.3,17.4,onion,hardy,0,25,3,21.4,0
21.2,82.4,54.7,apple,hardy,0,22,3,18.1,0
24.7,63.6,218.4,berries,fragile,2,4,2,0.5,1
33.2,94.3,113.8,onion,hardy,0,23,2,12.4,0
13.7,78.6,79.3,berries,fragile,2,2,1,0.5,1
11.9,69.9,27.2,carrot,normal,1,15,3,21.9,0
14.9,54.6,31.8,onion,hardy,0,21,3,28.2,0
29.8,46.2,98.0,carrot,normal,1,7,2,1.6,1
20.9,32.0,263.9,onion,hardy,0,22,3,17.3,0
19.0,85.4,150.6,berries,fragile,2,1,1,0.5,0
27.8,77.3,1.2,onion,hardy,0,20,2,15.3,0
13.2,47.1,12.3,milk,fragile,2,1,1,3.9,0
39.7,46.1,152.4,potato,hardy,0,17,3,7.7,0
19.5,70.0,144.9,tomato,normal,1,12,1,7.6,0
27.9,34.6,189.7,tomato,normal,1,5,2,0.5,1
30.0,66.2,256.6,banana,normal,1,15,3,3.7,1
33.5,32.3,158.9,onion,hardy,0,15,3,5.3,0
36.7,84.5,141.9,milk,fragile,2,3,1,0.5,1
34.5,44.9,260.1,banana,normal,1,11,2,0.5,1
15.6,75.4,237.3,potato,hardy,0,25,3,20.0,0
28.2,87.3,123.4,milk,fragile,2,2,3,0.5,1
16.1,93.3,58.9,potato,hardy,0,18,2,19.7,0
27.7,32.9,17.2,carrot,normal,1,14,3,18.5,0
8.7,83.5,63.8,apple,hardy,0,16,3,18.9,0
14.6,34.9,212.6,potato,hardy,0,26,3,23.7,0
39.4,55.9,125.2,milk,fragile,2,2,3,0.5,1
21.8,32.9,93.6,milk,fragile,2,4,1,1.6,0
28.4,77.6,130.2,leafy_vegetables,fragile,2,1,3,0.5,0
21.5,71.8,33.3,banana,normal,1,10,3,11.0,0
16.0,71.2,32.6,leafy_vegetables,fragile,2,1,1,1.5,0
39.2,32.4,134.1,milk,fragile,2,5,3,0.5,1
17.6,60.9,109.7,potato,hardy,0,20,2,17.2,0
32.6,73.1,104.4,carrot,normal,1,11,3,2.2,1
29.3,81.0,248.1,banana,normal,1,11,2,0.5,1
9.5,31.7,206.8,milk,fragile,2,2,1,3.4,0
13.2,35.5,78.5,berries,fragile,2,3,3,7.6,0
14.5,82.3,185.0,onion,hardy,0,25,3,19.0,0
16.3,84.5,90.0,berries,fragile,2,1,1,0.5,0
24.6,92.5,188.6,berries,fragile,2,4,3,0.5,1
29.7,77.8,91.7,milk,fragile,2,5,3,0.5,1
29.3,32.6,252.0,onion,hardy,0,27,1,15.3,0
19.1,49.5,241.2,berries,fragile,2,2,2,0.5,1
16.8,68.3,136.9,leafy_vegetables,fragile,2,2,3,1.8,0
32.2,83.4,18.8,potato,hardy,0,17,2,9.2,0
8.5,47.6,256.7,milk,fragile,2,3,2,1.3,0
21.0,91.2,266.5,milk,fragile,2,4,3,0.5,1
21.5,76.2,132.3,leafy_vegetables,fragile,2,1,3,0.5,0
29.3,82.1,119.9,apple,hardy,0,22,2,12.2,0
9.3,58.2,119.6,leafy_vegetables,fragile,2,5,1,3.9,0
21.8,51.7,135.3,onion,hardy,0,21,2,14.5,0
29.0,84.2,75.7,carrot,normal,1,14,2,3.8,1
22.0,50.4,43.4,berries,fragile,2,2,1,1.2,0
19.6,85.3,69.7,milk,fragile,2,5,2,0.9,1
39.2,64.6,271.7,tomato,normal,1,5,2,0.5,1
6.7,82.1,181.7,tomato,normal,1,13,3,12.8,0
26.9,74.5,38.5,carrot,normal,1,15,2,10.5,0
30.6,45.7,52.3,berries,fragile,2,2,1,0.5,1
28.8,94.0,9.6,milk,fragile,2,5,3,1.4,1
32.2,69.6,291.3,berries,fragile,2,4,1,0.5,1
15.9,70.0,207.6,tomato,normal,1,14,3,9.9,0
6.3,65.8,212.9,apple,hardy,0,29,2,30.3,0
16.2,46.4,160.7,leafy_vegetables,fragile,2,4,1,0.5,1
18.5,56.1,235.2,carrot,normal,1,7,1,0.5,1
19.7,61.3,113.5,tomato,normal,1,10,3,9.2,0
11.8,83.0,241.0,milk,fragile,2,4,3,0.5,1
39.4,42.9,41.1,onion,hardy,0,29,1,18.7,0
37.8,63.8,110.1,milk,fragile,2,1,2,0.5,0
9.2,45.0,105.9,tomato,normal,1,12,1,17.9,0
37.6,37.2,122.5,leafy_vegetables,fragile,2,1,2,0.5,0
21.4,86.9,243.4,apple,hardy,0,22,3,11.2,0
16.0,49.2,220.3,banana,normal,1,10,2,8.3,0
13.7,52.2,51.3,banana,normal,1,14,1,16.8,0
8.9,58.8,76.7,potato,hardy,0,19,2,20.7,0
10.3,76.2,203.5,carrot,normal,1,10,2,5.5,0
6.4,55.4,237.5,potato,hardy,0,16,2,17.8,0
39.9,36.7,55.0,tomato,normal,1,13,3,5.1,0
21.7,88.6,11.4,banana,normal,1,14,3,12.4,0
26.4,75.2,103.4,milk,fragile,2,3,2,0.5,1
22.8,57.5,120.0,onion,hardy,0,16,1,9.5,0
5.9,77.0,243.3,potato,hardy,0,25,3,25.2,0
20.3,81.0,28.9,onion,hardy,0,27,1,24.5,0
38.5,75.4,63.1,banana,normal,1,11,1,1.1,1
9.4,68.1,229.5,banana,normal,1,7,3,1.5,1
22.8,61.0,81.9,leafy_vegetables,fragile,2,2,1,0.5,1
35.3,78.5,257.5,leafy_vegetables,fragile,2,4,3,0.5,1
29.4,43.4,132.9,milk,fragile,2,5,2,0.5,1
8.9,41.5,129.2,apple,hardy,0,27,1,29.9,0
18.9,48.5,51.8,carrot,normal,1,6,1,8.1,0
5.9,30.8,264.1,apple,hardy,0,20,3,25.7,0
27.6,84.0,15.7,berries,fragile,2,2,1,0.5,1
14.9,64.5,16.5,banana,normal,1,13,1,15.3,0
26.9,75.8,195.6,onion,hardy,0,26,1,13.4,0
21.7,74.8,182.7,milk,fragile,2,3,2,0.5,1
15.3,48.0,150.6,carrot,normal,1,12,3,11.1,0
34.8,46.8,148.0,leafy_vegetables,fragile,2,1,1,0.5,0
26.2,35.8,287.8,berries,fragile,2,1,3,0.5,0
35.0,92.2,150.2,milk,fragile,2,5,2,0.5,1
17.5,84.1,255.4,onion,hardy,0,19,1,4.9,1
20.8,38.7,15.3,leafy_vegetables,fragile,2,1,3,6.1,0
21.6,71.0,272.5,milk,fragile,2,3,2,0.5,1
5.1,86.6,10.1,milk,fragile,2,3,2,10.7,0
35.2,92.5,74.8,potato,hardy,0,18,3,7.7,0
14.5,43.4,196.6,leafy_vegetables,fragile,2,2,1,0.5,1
14.1,94.0,93.6,onion,hardy,0,30,1,27.1,0
30.6,89.7,273.6,apple,hardy,0,23,3,6.8,1
34.5,43.2,223.1,banana,normal,1,12,1,0.5,1
13.8,58.4,156.5,milk,fragile,2,1,3,0.5,0
36.8,76.9,203.5,tomato,normal,1,5,2,0.5,1
22.2,37.2,126.4,onion,hardy,0,25,1,22.3,0
31.7,31.2,280.3,apple,hardy,0,22,1,7.7,0
9.9,31.4,260.9,tomato,normal,1,10,3,12.0,0
10.4,77.7,1.1,carrot,normal,1,10,1,13.3,0
6.7,39.7,124.8,berries,fragile,2,2,1,7.7,0
34.6,59.4,127.9,leafy_vegetables,fragile,2,5,1,0.5,1
32.3,74.2,190.9,apple,hardy,0,29,3,13.7,0
24.5,81.2,162.9,apple,hardy,0,26,3,20.2,0
33.1,72.8,120.0,onion,hardy,0,30,2,19.2,0
34.6,37.5,290.8,berries,fragile,2,5,1,0.5,1
39.7,66.6,107.6,berries,fragile,2,5,3,0.5,1
19.7,92.8,205.5,potato,hardy,0,25,3,18.4,0
20.7,47.8,118.6,potato,hardy,0,28,2,26.3,0
14.8,95.0,81.1,berries,fragile,2,2,1,0.5,1
31.9,87.5,67.2,carrot,normal,1,5,1,0.5,1
35.6,79.6,154.4,leafy_vegetables,fragile,2,3,3,0.5,1
24.0,64.4,105.0,milk,fragile,2,1,2,0.5,0
19.6,76.4,258.5,leafy_vegetables,fragile,2,4,2,0.5,1
22.1,40.1,111.5,milk,fragile,2,5,3,4.7,0
25.0,88.7,119.0,potato,hardy,0,26,2,18.0,0
8.6,84.9,175.1,tomato,normal,1,7,3,9.1,0
33.0,52.5,78.6,carrot,normal,1,10,3,3.0,1
19.3,48.8,242.9,onion,hardy,0,17,3,13.3,0
26.2,69.3,248.3,banana,normal,1,9,1,0.5,1
15.7,90.3,177.0,onion,hardy,0,26,2,22.8,0
31.9,92.4,150.4,apple,hardy,0,16,2,1.4,1
10.5,87.2,130.7,berries,fragile,2,3,2,0.5,1
22.4,66.0,168.1,milk,fragile,2,5,2,0.5,1
38.2,38.8,149.8,banana,normal,1,7,2,0.5,1
16.4,39.3,213.3,leafy_vegetables,fragile,2,5,3,6.2,0
8.0,44.5,57.2,berries,fragile,2,1,2,6.9,0
15.3,30.4,113.5,banana,normal,1,12,3,20.1,0
27.0,81.0,194.8,onion,hardy,0,27,1,12.6,0
28.6,44.0,191.7,leafy_vegetables,fragile,2,2,2,0.5,1
23.4,74.9,265.1,leafy_vegetables,fragile,2,4,1,0.5,1
29.5,77.2,282.8,potato,hardy,0,23,3,7.0,0
11.2,78.3,76.4,banana,normal,1,11,1,12.0,0
7.8,35.8,177.6,carrot,normal,1,11,3,14.5,0
6.1,70.1,228.4,apple,hardy,0,17,1,13.2,0
29.8,78.6,59.9,apple,hardy,0,28,1,18.7,0
16.5,43.6,148.1,berries,fragile,2,5,3,7.6,0
36.5,40.7,241.4,banana,normal,1,9,1,0.5,1
13.9,47.1,167.3,apple,hardy,0,20,3,19.7,0
8.9,48.1,231.7,onion,hardy,0,24,3,24.1,0
20.3,59.4,5.8,potato,hardy,0,17,2,20.2,0
9.0,52.2,289.4,milk,fragile,2,2,2,0.5,1
21.9,40.3,229.5,banana,normal,1,11,2,7.4,0
29.0,84.7,125.0,carrot,normal,1,13,1,0.9,1
17.1,72.6,213.1,berries,fragile,2,4,1,0.5,1
13.3,70.8,91.1,leafy_vegetables,fragile,2,2,3,1.4,0
34.5,67.9,19.4,onion,hardy,0,20,3,12.7,0
38.0,32.7,151.4,carrot,normal,1,12,1,1.8,1
35.7,31.2,220.0,tomato,normal,1,14,3,4.1,1
20.4,32.9,276.1,carrot,normal,1,11,2,4.7,0
26.3,36.8,136.8,apple,hardy,0,24,3,21.2,0
26.5,30.8,208.9,carrot,normal,1,12,3,9.7,0
37.1,38.7,201.8,berries,fragile,2,3,1,0.5,1
10.4,81.6,274.6,banana,normal,1,5,3,0.5,1
7.1,57.9,120.4,carrot,normal,1,6,2,11.1,0
34.7,49.4,180.0,leafy_vegetables,fragile,2,1,3,0.5,0
16.8,31.3,109.7,tomato,normal,1,12,3,16.0,0
39.5,77.6,233.3,onion,hardy,0,20,2,4.5,1
25.0,64.3,12.4,potato,hardy,0,23,1,16.0,0
30.3,30.4,178.1,onion,hardy,0,21,1,11.0,0
11.0,73.4,183.2,apple,hardy,0,18,2,15.4,0
16.0,60.1,117.6,potato,hardy,0,28,3,28.5,0
32.4,90.5,74.5,leafy_vegetables,fragile,2,5,1,0.5,1
24.8,52.0,97.5,berries,fragile,2,5,2,0.6,1
23.2,59.3,4.5,banana,normal,1,13,1,10.1,0
25.7,77.9,171.8,potato,hardy,0,21,3,13.3,0
7.8,57.9,166.7,onion,hardy,0,27,2,27.2,0
31.4,72.2,191.6,milk,fragile,2,4,3,0.5,1
25.6,46.4,61.9,tomato,normal,1,8,1,6.8,0
23.0,40.7,293.3,leafy_vegetables,fragile,2,4,1,0.5,1
27.1,52.1,91.0,apple,hardy,0,25,1,19.4,0
31.6,90.3,138.0,apple,hardy,0,15,3,5.0,0
15.2,74.5,238.6,carrot,normal,1,8,3,4.9,0
35.5,63.0,242.6,berries,fragile,2,5,2,0.5,1
30.2,37.0,254.0,onion,hardy,0,26,1,11.2,0
10.1,50.6,292.8,tomato,normal,1,13,2,9.1,0
23.1,83.2,164.6,carrot,normal,1,10,2,1.0,1
15.2,53.3,282.5,banana,normal,1,11,3,7.2,0
33.9,47.9,279.2,leafy_vegetables,fragile,2,1,3,0.5,0
14.3,63.4,33.0,berries,fragile,2,2,3,7.7,0
12.2,52.0,141.5,milk,fragile,2,3,2,5.2,0
16.5,39.0,120.3,apple,hardy,0,26,1,26.3,0
22.1,75.6,154.5,tomato,normal,1,8,1,0.5,1
33.5,63.8,231.7,apple,hardy,0,26,2,10.8,0
33.4,44.5,215.5,potato,hardy,0,16,3,4.1,1
13.4,32.7,187.5,apple,hardy,0,26,2,29.7,0
36.3,76.7,175.9,potato,hardy,0,22,2,6.5,1
13.6,78.5,156.7,milk,fragile,2,4,2,4.1,0
17.6,91.0,160.6,tomato,normal,1,9,2,3.6,0
11.0,71.1,126.5,carrot,normal,1,13,2,12.4,0
33.6,71.7,93.8,carrot,normal,1,14,1,3.6,1
16.1,45.6,167.5,milk,fragile,2,2,2,0.5,1
33.7,85.5,52.5,apple,hardy,0,27,1,16.8,0
20.3,32.0,231.4,apple,hardy,0,19,1,14.4,0
37.7,30.6,15.3,leafy_vegetables,fragile,2,1,1,0.5,0
28.7,75.6,216.5,carrot,normal,1,9,3,0.5,1
33.3,84.4,28.9,berries,fragile,2,4,2,0.5,1
25.0,91.5,133.4,berries,fragile,2,3,2,0.5,1
37.4,54.4,73.2,berries,fragile,2,1,2,0.5,0
5.1,71.0,179.4,potato,hardy,0,22,2,20.8,0
27.2,64.6,118.4,tomato,normal,1,12,1,3.2,1
37.5,56.2,267.2,banana,normal,1,13,3,0.5,1
